Domain, Pdq
0.0,0.0
1.0e-05,1.15162640684e-07
2.0e-05,1.69968683486e-06
3.0e-05,8.21065067295e-06
4.0e-05,2.49573064521e-05
5.0e-05,5.8763562236e-05
6.0e-05,0.00011764622144
7.0e-05,0.000210511143
8.0e-05,0.00034686909538
9.0e-05,0.000536572703201
0.0001,0.000789575528367
0.00011,0.00111571399064
0.00012,0.0015245125176
0.00013,0.00202501202228
0.00014,0.00262562153984
0.00015,0.00333399261283
0.00016,0.00415691579878
0.00017,0.00510023848379
0.00018,0.0061688030215
0.00019,0.00736640407766
0.0002,0.00869576394618
0.00021,0.0101585245114
0.00022,0.0117552544634
0.00023,0.0134854703261
0.00024,0.0153476698308
0.00025,0.0173393761601
0.00026,0.0194571915945
0.00027,0.0216968591203
0.00028,0.024053330592
0.00029,0.0265208400959
0.0003,0.0290929812197
0.00031,0.0317627870035
0.00032,0.034522811424
0.00033,0.0373652113471
0.00034,0.0402818279715
0.00035,0.0432642668752
0.00036,0.0463039758692
0.00037,0.0493923199589
0.00038,0.0525206527996
0.00039,0.0556803841308
0.0004,0.0588630427579
0.00041,0.0620603347371
0.00042,0.0652641965024
0.00043,0.0684668427496
0.00044,0.0716608089663
0.00045,0.074838988564
0.00046,0.077994664631
0.00047,0.0811215363818
0.00048,0.0842137404276
0.00049,0.0872658670419
0.0005,0.0902729716281
0.00051,0.0932305816354
0.00052,0.0961346991937
0.00053,0.0989817997615
0.00054,0.101768827099
0.00055,0.10449318489
0.00056,0.107152725341
0.00057,0.109745735103
0.00058,0.112270918833
0.00059,0.114727380748
0.0006,0.117114604474
0.00061,0.119432431517
0.00062,0.121681038656
0.00063,0.123860914536
0.00064,0.125972835742
0.00065,0.128017842592
0.00066,0.1299972149
0.00067,0.131912447908
0.00068,0.133765228584
0.00069,0.135557412458
0.0007,0.137291001154
0.00071,0.138968120743
0.00072,0.140591001022
0.00073,0.142161955836
0.00074,0.143683364485
0.00075,0.145157654298
0.00076,0.146587284406
0.00077,0.147974730724
0.00078,0.149322472184
0.00079,0.150632978182
0.0008,0.151908697247
0.00081,0.153152046899
0.00082,0.154365404659
