"P1_x","P1_y"
0.0628,0.430549642
0.0629,0.430788389
0.063,0.431049722
0.0631,0.431333139
0.0632,0.431638105
0.0633,0.431964052
0.0634,0.432310383
0.0635,0.43267647
0.0636,0.433061655
0.0637,0.433465255
0.0638,0.433886558
0.0639,0.434324827
0.064,0.434779302
0.0641,0.435249197
0.0642,0.435733707
0.0643,0.436232003
0.0644,0.43674324
0.0645,0.437266553
0.0646,0.437801061
0.0647,0.438345867
0.0648,0.43890006
0.0649,0.439462718
0.065,0.440032906
0.0651,0.440609682
0.0652,0.441192092
0.0653,0.441779179
0.0654,0.44236998
0.0655,0.442963527
0.0656,0.443558851
0.0657,0.444154983
0.0658,0.444750952
0.0659,0.445345794
0.066,0.445938544
0.0661,0.446528246
0.0662,0.447113949
0.0663,0.447694711
0.0664,0.448269599
0.0665,0.448837692
0.0666,0.44939808
0.0667,0.449949869
0.0668,0.450492179
0.0669,0.451024147
0.067,0.451544928
0.0671,0.452053695
0.0672,0.452549643
0.0673,0.453031987
0.0674,0.453499967
0.0675,0.453952845
0.0676,0.454389907
0.0677,0.454810469
0.0678,0.455213869
0.0679,0.455599476
0.068,0.455966688
0.0681,0.456314931
0.0682,0.456643661
0.0683,0.456952369
0.0684,0.457240573
0.0685,0.457507827
0.0686,0.457753718
0.0687,0.457977863
0.0688,0.458179919
0.0689,0.458359572
0.069,0.458516548
0.0691,0.458650603
0.0692,0.458761534
0.0693,0.458849169
0.0694,0.458913376
0.0695,0.458954056
0.0696,0.458971147
0.0697,0.458964623
0.0698,0.458934495
0.0699,0.458880808
0.07,0.458803644
0.0701,0.45870312
0.0702,0.458579387
0.0703,0.458432633
0.0704,0.458263078
0.0705,0.458070978
0.0706,0.457856621
0.0707,0.457620328
0.0708,0.457362452
0.0709,0.457083379
0.071,0.456783524
0.0711,0.456463335
0.0712,0.456123286
0.0713,0.455763881
0.0714,0.455385653
0.0715,0.454989161
0.0716,0.454574988
0.0717,0.454143746
0.0718,0.453696067
0.0719,0.453232609
0.072,0.452754049
0.0721,0.452261087
0.0722,0.451754441
0.0723,0.45123485
0.0724,0.450703068
0.0725,0.450159866
0.0726,0.44960603
0.0727,0.44904236
0.0728,0.448469668
0.0729,0.447888778
0.073,0.447300523
0.0731,0.446705745
0.0732,0.446105295
0.0733,0.445500029
0.0734,0.444890807
0.0735,0.444278493
0.0736,0.443663955
0.0737,0.443048061
0.0738,0.442431678
0.0739,0.441815672
0.074,0.441200907
0.0741,0.44058824
0.0742,0.439978528
0.0743,0.439372616
0.0744,0.438771343
0.0745,0.438175541
0.0746,0.43758603
0.0747,0.437003617
0.0748,0.436429099
0.0749,0.435863259
0.075,0.435306863
0.0751,0.434760664
0.0752,0.434225396
0.0753,0.433701775
0.0754,0.433190498
0.0755,0.432692244
0.0756,0.432207668
0.0757,0.431737405
0.0758,0.431282066
0.0759,0.430842239
0.076,0.430418489
0.0761,0.430011352
0.0762,0.429621342
0.0763,0.429248943
0.0764,0.428894614
0.0765,0.428558786
0.0766,0.428241859
0.0767,0.427944207
0.0768,0.427666173
0.0769,0.427408069
0.077,0.427170178
0.0771,0.426952752
0.0772,0.426756012
0.0773,0.426580147
0.0774,0.426425314
0.0775,0.42629164
0.0776,0.426179219
0.0777,0.426088113
0.0778,0.426018351
0.0779,0.425969933
0.078,0.425942824
0.0781,0.425936959
0.0782,0.42595224
0.0783,0.425988538
0.0784,0.426045694
0.0785,0.426123517
0.0786,0.426221784
0.0787,0.426340244
0.0788,0.426478616
0.0789,0.426636588
0.079,0.426813821
0.0791,0.427009947
0.0792,0.427224571
0.0793,0.427457269
0.0794,0.427707592
0.0795,0.427975068
0.0796,0.428259194
0.0797,0.42855945
0.0798,0.428875286
0.0799,0.429206136
0.08,0.429551407
0.0801,0.429910489
0.0802,0.430282752
0.0803,0.430667545
0.0804,0.431064202
0.0805,0.43147204
0.0806,0.43189036
0.0807,0.432318447
0.0808,0.432755577
0.0809,0.433201009
0.081,0.433653994
0.0811,0.434113772
0.0812,0.434579575
0.0813,0.435050626
0.0814,0.435526144
0.0815,0.436005341
0.0816,0.436487424
0.0817,0.436971602
0.0818,0.437457076
0.0819,0.437943053
0.082,0.438428736
0.0821,0.438913333
0.0822,0.439396053
0.0823,0.439876113
0.0824,0.440352732
0.0825,0.440825138
0.0826,0.441292567
0.0827,0.441754263
0.0828,0.442209481
0.0829,0.442657487
0.083,0.44309756
0.0831,0.443528993
0.0832,0.443951093
0.0833,0.444363183
0.0834,0.444764601
0.0835,0.445154705
0.0836,0.44553287
0.0837,0.445898491
0.0838,0.446250983
0.0839,0.446589782
0.084,0.446914347
0.0841,0.447224158
0.0842,0.447518721
0.0843,0.447797562
0.0844,0.448060237
0.0845,0.448306322
0.0846,0.448535423
0.0847,0.448747172
0.0848,0.448941225
0.0849,0.449117268
0.085,0.449275016
0.0851,0.449414208
0.0852,0.449534616
0.0853,0.449636038
0.0854,0.4497183
0.0855,0.449781261
0.0856,0.449824807
0.0857,0.449848852
0.0858,0.449853342
0.0859,0.44983825
0.086,0.449803581
0.0861,0.449749367
0.0862,0.449675671
0.0863,0.449582583
0.0864,0.449470223
0.0865,0.449338739
0.0866,0.449188308
0.0867,0.449019134
0.0868,0.448831448
0.0869,0.448625509
0.087,0.448401602
0.0871,0.448160038
0.0872,0.447901155
0.0873,0.447625313
0.0874,0.447332898
0.0875,0.447024321
0.0876,0.446700013
0.0877,0.44636043
0.0878,0.446006048
0.0879,0.445637364
0.088,0.445254896
0.0881,0.444859179
0.0882,0.444450768
0.0883,0.444030236
0.0884,0.443598171
0.0885,0.443155178
0.0886,0.442701875
0.0887,0.442238895
0.0888,0.441766884
0.0889,0.441286499
0.089,0.440798408
0.0891,0.440303289
0.0892,0.43980183
0.0893,0.439294723
0.0894,0.438782672
0.0895,0.438266382
0.0896,0.437746565
0.0897,0.437223936
0.0898,0.436699213
0.0899,0.436173114
0.09,0.43564636
0.0901,0.435119669
0.0902,0.434593758
0.0903,0.434069341
0.0904,0.43354713
0.0905,0.43302783
0.0906,0.432512141
0.0907,0.432000757
0.0908,0.431494362
0.0909,0.430993633
0.091,0.430499238
0.0911,0.430011833
0.0912,0.429532062
0.0913,0.429060556
0.0914,0.428597936
0.0915,0.428144805
0.0916,0.427701752
0.0917,0.42726935
0.0918,0.426848156
0.0919,0.426438708
0.092,0.426041528
0.0921,0.425657116
0.0922,0.425285954
0.0923,0.424928504
0.0924,0.424585205
0.0925,0.424256478
0.0926,0.423942717
0.0927,0.423644298
0.0928,0.42336157
0.0929,0.423094861
0.093,0.422844472
0.0931,0.422610683
0.0932,0.422393746
0.0933,0.422193889
0.0934,0.422011316
0.0935,0.421846201
0.0936,0.421698697
0.0937,0.421568928
0.0938,0.421456992
0.0939,0.42136296
0.094,0.421286877
0.0941,0.421228763
0.0942,0.42118861
0.0943,0.421166384
0.0944,0.421162023
0.0945,0.421175441
0.0946,0.421206525
0.0947,0.421255136
0.0948,0.42132111
0.0949,0.421404257
0.095,0.421504362
0.0951,0.421621185
0.0952,0.421754463
0.0953,0.421903909
0.0954,0.42206921
0.0955,0.422250033
0.0956,0.422446022
0.0957,0.422656797
0.0958,0.422881961
0.0959,0.423121091
0.096,0.42337375
0.0961,0.423639476
0.0962,0.423917791
0.0963,0.424208201
0.0964,0.424510192
0.0965,0.424823234
0.0966,0.425146782
0.0967,0.425480278
0.0968,0.425823148
0.0969,0.426174806
0.097,0.426534652
0.0971,0.426902079
0.0972,0.427276465
0.0973,0.427657183
0.0974,0.428043594
0.0975,0.428435054
0.0976,0.428830911
0.0977,0.42923051
0.0978,0.429633188
0.0979,0.430038283
0.098,0.430445125
0.0981,0.430853048
0.0982,0.431261383
0.0983,0.43166946
0.0984,0.432076613
0.0985,0.432482178
0.0986,0.432885495
0.0987,0.433285905
0.0988,0.43368276
0.0989,0.434075414
0.099,0.434463231
0.0991,0.434845581
0.0992,0.435221846
0.0993,0.435591415
0.0994,0.43595369
0.0995,0.436308085
0.0996,0.436654026
0.0997,0.436990952
0.0998,0.437318319
0.0999,0.437635595
0.1,0.437942266
0.1001,0.438237833
0.1002,0.438521815
0.1003,0.438793751
0.1004,0.439053196
0.1005,0.439299725
0.1006,0.439532933
0.1007,0.439752436
0.1008,0.439957872
0.1009,0.440148897
0.101,0.440325192
0.1011,0.44048646
0.1012,0.440632425
0.1013,0.440762836
0.1014,0.440877465
0.1015,0.440976106
0.1016,0.441058581
0.1017,0.441124731
0.1018,0.441174425
0.1019,0.441207556
0.102,0.441224041
0.1021,0.441223821
0.1022,0.441206863
0.1023,0.441173159
0.1024,0.441122723
0.1025,0.441055596
0.1026,0.440971844
0.1027,0.440871555
0.1028,0.440754843
0.1029,0.440621845
0.103,0.440472721
0.1031,0.440307657
0.1032,0.440126859
0.1033,0.439930557
0.1034,0.439719004
0.1035,0.439492474
0.1036,0.439251262
0.1037,0.438995685
0.1038,0.43872608
0.1039,0.438442804
0.104,0.438146234
0.1041,0.437836764
0.1042,0.437514807
0.1043,0.437180795
0.1044,0.436835175
0.1045,0.436478411
0.1046,0.436110982
0.1047,0.435733382
0.1048,0.43534612
0.1049,0.434949715
0.105,0.434544703
0.1051,0.434131629
0.1052,0.433711048
0.1053,0.433283528
0.1054,0.432849643
0.1055,0.432409977
0.1056,0.431965122
0.1057,0.431515675
0.1058,0.431062241
0.1059,0.430605428
0.106,0.430145848
0.1061,0.429684117
0.1062,0.429220852
0.1063,0.428756674
0.1064,0.428292201
0.1065,0.427828053
0.1066,0.427364848
0.1067,0.4269032
0.1068,0.426443723
0.1069,0.425987024
0.107,0.425533708
0.1071,0.425084372
0.1072,0.424639607
0.1073,0.424199997
0.1074,0.423766119
0.1075,0.423338537
0.1076,0.422917809
0.1077,0.422504482
0.1078,0.422099089
0.1079,0.421702152
0.108,0.421314183
0.1081,0.420935676
0.1082,0.420567113
0.1083,0.42020896
0.1084,0.41986167
0.1085,0.419525675
0.1086,0.419201395
0.1087,0.418889229
0.1088,0.41858956
0.1089,0.418302751
0.109,0.418029148
0.1091,0.417769075
0.1092,0.417522838
0.1093,0.417290721
0.1094,0.417072988
0.1095,0.416869883
0.1096,0.416681626
0.1097,0.416508417
0.1098,0.416350434
0.1099,0.416207831
0.11,0.416080742
0.1101,0.415969276
0.1102,0.415873521
0.1103,0.415793541
0.1104,0.415729377
0.1105,0.415681047
0.1106,0.415648548
0.1107,0.41563185
0.1108,0.415630903
0.1109,0.415645633
0.111,0.415675945
0.1111,0.415721718
0.1112,0.415782812
0.1113,0.415859064
0.1114,0.415950286
0.1115,0.416056274
0.1116,0.416176797
0.1117,0.416311607
0.1118,0.416460433
0.1119,0.416622985
0.112,0.416798954
0.1121,0.41698801
0.1122,0.417189805
0.1123,0.417403973
0.1124,0.417630129
0.1125,0.417867873
0.1126,0.418116786
0.1127,0.418376436
0.1128,0.418646373
0.1129,0.418926133
0.113,0.41921524
0.1131,0.419513202
0.1132,0.419819517
0.1133,0.420133669
0.1134,0.420455133
0.1135,0.420783372
0.1136,0.421117841
0.1137,0.421457986
0.1138,0.421803246
0.1139,0.422153051
0.114,0.422506826
0.1141,0.422863991
0.1142,0.423223963
0.1143,0.423586152
0.1144,0.423949968
0.1145,0.424314818
0.1146,0.424680109
0.1147,0.425045247
0.1148,0.42540964
0.1149,0.425772696
0.115,0.426133827
0.1151,0.426492447
0.1152,0.426847977
0.1153,0.427199839
0.1154,0.427547463
0.1155,0.427890288
0.1156,0.428227758
0.1157,0.428559324
0.1158,0.42888445
0.1159,0.429202608
0.116,0.429513279
0.1161,0.429815959
0.1162,0.430110154
0.1163,0.430395383
0.1164,0.430671179
0.1165,0.430937089
0.1166,0.431192677
0.1167,0.431437518
0.1168,0.431671207
0.1169,0.431893355
0.117,0.43210359
0.1171,0.432301556
0.1172,0.432486919
0.1173,0.432659359
0.1174,0.43281858
0.1175,0.432964303
0.1176,0.433096269
0.1177,0.433214239
0.1178,0.433317997
0.1179,0.433407346
0.118,0.433482109
0.1181,0.433542134
0.1182,0.433587288
0.1183,0.433617461
0.1184,0.433632563
0.1185,0.433632529
0.1186,0.433617313
0.1187,0.433586895
0.1188,0.433541273
0.1189,0.433480471
0.119,0.433404531
0.1191,0.433313521
0.1192,0.433207528
0.1193,0.433086662
0.1194,0.432951055
0.1195,0.432800859
0.1196,0.432636248
0.1197,0.432457416
0.1198,0.432264579
0.1199,0.432057972
0.12,0.43183785
0.1201,0.431604488
0.1202,0.431358179
0.1203,0.431099235
0.1204,0.430827987
0.1205,0.430544782
0.1206,0.430249986
0.1207,0.429943979
0.1208,0.42962716
0.1209,0.429299942
0.121,0.428962751
0.1211,0.428616031
0.1212,0.428260237
0.1213,0.427895837
0.1214,0.427523311
0.1215,0.427143152
0.1216,0.426755862
0.1217,0.426361954
0.1218,0.425961951
0.1219,0.425556384
0.122,0.42514579
0.1221,0.424730715
0.1222,0.424311712
0.1223,0.423889336
0.1224,0.423464151
0.1225,0.423036721
0.1226,0.422607616
0.1227,0.422177406
0.1228,0.421746663
0.1229,0.421315961
0.123,0.420885871
0.1231,0.420456965
0.1232,0.420029813
0.1233,0.419604981
0.1234,0.419183033
0.1235,0.418764528
0.1236,0.418350019
0.1237,0.417940054
0.1238,0.417535175
0.1239,0.417135915
0.124,0.416742799
0.1241,0.416356345
0.1242,0.415977058
0.1243,0.415605436
0.1244,0.415241962
0.1245,0.414887111
0.1246,0.414541342
0.1247,0.414205104
0.1248,0.41387883
0.1249,0.413562939
0.125,0.413257835
0.1251,0.412963907
0.1252,0.412681527
0.1253,0.41241105
0.1254,0.412152814
0.1255,0.411907141
0.1256,0.411674332
0.1257,0.411454671
0.1258,0.411248422
0.1259,0.411055831
0.126,0.410877123
0.1261,0.410712503
0.1262,0.410562156
0.1263,0.410426247
0.1264,0.410304919
0.1265,0.410198293
0.1266,0.410106471
0.1267,0.410029532
0.1268,0.409967534
0.1269,0.409920513
0.127,0.409888483
0.1271,0.409871438
0.1272,0.409869348
0.1273,0.409882162
0.1274,0.409909808
0.1275,0.409952193
0.1276,0.410009201
0.1277,0.410080696
0.1278,0.410166519
