"P1_x","P1_y"
0.249,0.436565788
0.2491,0.436383601
0.2492,0.436173806
0.2493,0.435936748
0.2494,0.435672814
0.2495,0.435382434
0.2496,0.435066079
0.2497,0.43472426
0.2498,0.434357531
0.2499,0.433966482
0.25,0.433551743
0.2501,0.433113981
0.2502,0.4326539
0.2503,0.432172239
0.2504,0.43166977
0.2505,0.431147299
0.2506,0.430605664
0.2507,0.430045733
0.2508,0.429468404
0.2509,0.428874601
0.251,0.428265275
0.2511,0.427641402
0.2512,0.427003982
0.2513,0.426354037
0.2514,0.425692606
0.2515,0.425020751
0.2516,0.424339548
0.2517,0.42365009
0.2518,0.422953482
0.2519,0.422250842
0.252,0.421543298
0.2521,0.420831986
0.2522,0.42011805
0.2523,0.419402638
0.2524,0.4186869
0.2525,0.417971989
0.2526,0.417259058
0.2527,0.416549256
0.2528,0.41584373
0.2529,0.41514362
0.253,0.414450059
0.2531,0.413764171
0.2532,0.413087069
0.2533,0.412419854
0.2534,0.41176361
0.2535,0.411119409
0.2536,0.410488302
0.2537,0.409871324
0.2538,0.409269486
0.2539,0.408683778
0.254,0.408115168
0.2541,0.407564595
0.2542,0.407032973
0.2543,0.406521189
0.2544,0.406030099
0.2545,0.405560528
0.2546,0.405113269
0.2547,0.404689083
0.2548,0.404288693
0.2549,0.403912791
0.255,0.403562028
0.2551,0.40323702
0.2552,0.402938343
0.2553,0.402666534
0.2554,0.402422089
0.2555,0.402205462
0.2556,0.402017067
0.2557,0.401857274
0.2558,0.401726411
0.2559,0.401624759
0.256,0.401552559
0.2561,0.401510005
0.2562,0.401497245
0.2563,0.401514385
0.2564,0.401561482
0.2565,0.401638549
0.2566,0.401745554
0.2567,0.401882419
0.2568,0.402049018
0.2569,0.402245183
0.257,0.402470698
0.2571,0.402725304
0.2572,0.403008695
0.2573,0.403320523
0.2574,0.403660394
0.2575,0.404027873
0.2576,0.40442248
0.2577,0.404843693
0.2578,0.405290952
0.2579,0.405763652
0.258,0.406261151
0.2581,0.406782767
0.2582,0.407327781
0.2583,0.407895436
0.2584,0.408484941
0.2585,0.409095469
0.2586,0.40972616
0.2587,0.410376122
0.2588,0.411044432
0.2589,0.411730138
0.259,0.412432259
0.259101,0.413157038
0.259201,0.413889082
0.259301,0.414634435
0.259401,0.415392019
0.259501,0.416160737
0.259601,0.41693947
0.259701,0.417727084
0.259801,0.41852243
0.259901,0.419324344
0.260001,0.42013165
0.260101,0.420943165
0.260201,0.421757693
0.260301,0.422574035
0.260401,0.423390987
0.260501,0.42420734
0.260601,0.425021887
0.260701,0.425833421
0.260801,0.426640737
0.260901,0.427442635
0.261001,0.428237923
0.261101,0.429025415
0.261201,0.429803938
0.261301,0.430572329
0.261401,0.431329441
0.261501,0.432074141
0.261601,0.432805315
0.261701,0.433521867
0.261801,0.434222725
0.261901,0.434906836
0.262001,0.435573174
0.262101,0.436220739
0.262201,0.436848559
0.262301,0.43745569
0.262401,0.438041221
0.262501,0.438604271
0.262601,0.439143996
0.262701,0.439659583
0.262801,0.44015026
0.262901,0.440615291
0.263001,0.441053977
0.263101,0.441465663
0.263201,0.441849733
0.263301,0.442205614
0.263401,0.442532775
0.263501,0.442830731
0.263601,0.443099042
0.263701,0.443337312
0.263801,0.443545193
0.263901,0.443722384
0.264001,0.443868631
0.264101,0.443983729
0.264201,0.44406752
0.264301,0.444119895
0.264401,0.444140795
0.264501,0.444130209
0.264601,0.444088177
0.264701,0.444014786
0.264801,0.443910172
0.264901,0.443774523
0.265001,0.443608071
0.265101,0.4434111
0.265201,0.44318394
0.265301,0.442926969
0.265401,0.442640613
0.265501,0.442325342
0.265601,0.441981672
0.265701,0.441610166
0.265801,0.441211427
0.265901,0.440786105
0.266001,0.440334888
0.266101,0.439858509
0.266201,0.439357737
0.266301,0.438833381
0.266401,0.438286289
0.266501,0.437717342
0.266601,0.437127458
0.266701,0.436517586
0.266801,0.43588871
0.266901,0.43524184
0.267001,0.434578019
0.267101,0.433898313
0.267201,0.433203816
0.267301,0.432495645
0.267401,0.431774939
0.267501,0.431042857
0.267601,0.430300576
0.267701,0.42954929
0.267801,0.428790208
0.267901,0.428024552
0.268001,0.427253553
0.268101,0.426478453
0.268201,0.425700501
0.268301,0.424920951
0.268401,0.424141059
0.268501,0.423362085
0.268601,0.422585285
0.268701,0.421811915
0.268801,0.421043226
0.268901,0.420280463
0.269001,0.41952486
0.269101,0.418777645
0.269201,0.41804003
0.269301,0.417313215
0.269401,0.416598386
0.269501,0.415896707
0.269601,0.415209325
0.269701,0.414537368
0.269801,0.413881936
0.269901,0.41324411
0.270001,0.412624941
0.270101,0.412025454
0.270201,0.411446642
0.270301,0.410889472
0.270401,0.410354873
0.270501,0.409843744
0.270601,0.409356948
0.270701,0.40889531
0.270801,0.408459619
0.270901,0.408050624
0.271001,0.407669034
0.271101,0.407315518
0.271201,0.406990699
0.271301,0.406695162
0.271401,0.406429443
0.271501,0.406194035
0.271601,0.405989386
0.271701,0.405815897
0.271801,0.405673921
0.271901,0.405563763
0.272001,0.40548568
0.272101,0.405439882
0.272201,0.405426529
0.272301,0.40544573
0.272401,0.405497545
0.272501,0.405581987
0.272601,0.405699016
0.272701,0.405848544
0.272801,0.406030432
0.272901,0.406244491
0.273001,0.406490486
0.273101,0.40676813
0.273201,0.407077087
0.273301,0.407416973
0.273401,0.407787359
0.273501,0.408187766
0.273601,0.408617668
0.273701,0.409076495
0.273801,0.409563632
0.273901,0.410078418
0.274001,0.410620152
0.274101,0.411188086
0.274201,0.411781436
0.274301,0.412399374
0.274401,0.413041036
0.274501,0.413705518
0.274601,0.414391881
0.274701,0.415099151
0.274801,0.41582632
0.274901,0.416572348
0.275001,0.417336166
0.275101,0.418116674
0.275201,0.418912745
0.275301,0.419723228
0.275401,0.420546946
0.275501,0.421382702
0.275601,0.422229276
0.275701,0.423085432
0.275801,0.423949916
0.275901,0.42482146
0.276001,0.425698781
0.276101,0.426580589
0.276201,0.427465581
0.276301,0.428352451
0.276401,0.429239885
0.276501,0.430126567
0.276601,0.431011181
0.276701,0.431892411
0.276801,0.432768946
0.276901,0.433639478
0.277001,0.434502709
0.277101,0.435357349
0.277201,0.436202118
0.277301,0.437035752
0.277401,0.437857002
0.277501,0.438664635
0.277601,0.439457438
0.277701,0.44023422
0.277801,0.440993813
0.277901,0.441735074
0.278001,0.442456888
0.278101,0.443158166
0.278201,0.443837852
0.278301,0.444494923
0.278401,0.445128387
0.278501,0.44573729
0.278601,0.446320714
0.278701,0.446877779
0.278801,0.447407647
0.278901,0.447909521
0.279001,0.448382645
0.279101,0.448826308
0.279201,0.449239846
0.279301,0.449622638
0.279401,0.449974114
0.279501,0.450293749
0.279601,0.45058107
0.279701,0.450835652
0.279801,0.451057122
0.279901,0.451245158
0.280001,0.45139949
0.280101,0.451519901
0.280201,0.451606226
0.280301,0.451658354
0.280401,0.451676226
0.280501,0.451659839
0.280601,0.451609242
0.280701,0.451524537
0.280801,0.451405882
0.280901,0.451253484
0.281001,0.451067608
0.281101,0.450848568
0.281201,0.450596732
0.281301,0.450312517
0.281401,0.449996395
0.281501,0.449648885
0.281601,0.449270556
0.281701,0.448862027
0.281801,0.448423963
0.281901,0.447957076
0.282001,0.447462124
0.282101,0.446939909
0.282201,0.446391275
0.282301,0.445817111
0.282401,0.445218341
0.282501,0.444595934
0.282601,0.443950891
0.282701,0.443284253
0.282801,0.442597092
0.282901,0.441890515
0.283001,0.441165659
0.283101,0.440423688
0.283201,0.439665797
0.283301,0.438893203
0.283401,0.438107149
0.283501,0.437308898
0.283601,0.436499732
0.283701,0.435680953
0.283801,0.434853876
0.283901,0.434019832
0.284001,0.433180161
0.284101,0.432336213
0.284201,0.431489347
0.284301,0.430640924
0.284401,0.429792313
0.284501,0.428944878
0.284601,0.428099987
0.284701,0.427259002
0.284801,0.42642328
0.284901,0.425594171
0.285001,0.424773016
0.285101,0.423961143
0.285201,0.423159869
0.285301,0.422370491
0.285401,0.421594294
0.285501,0.420832539
0.285601,0.420086467
0.285701,0.419357297
0.285801,0.418646221
0.285901,0.417954404
0.286001,0.417282983
0.286101,0.416633065
0.286201,0.416005722
0.286301,0.415401996
0.286401,0.41482289
0.286501,0.414269373
0.286601,0.413742372
0.286701,0.413242778
0.286801,0.412771438
0.286901,0.412329157
0.287001,0.411916697
0.287101,0.411534774
0.287201,0.411184058
0.287301,0.410865173
0.287401,0.410578693
0.287501,0.410325145
0.287601,0.410105005
0.287701,0.409918699
0.287801,0.409766601
0.287901,0.409649032
0.288001,0.409566265
0.288101,0.409518514
0.288201,0.409505945
0.288301,0.409528668
0.288401,0.409586738
0.288501,0.40968016
0.288601,0.409808881
0.288701,0.409972797
0.288801,0.410171747
0.288901,0.410405519
0.289001,0.410673847
0.289101,0.410976411
0.289201,0.411312839
0.289301,0.411682706
0.289401,0.412085537
0.289501,0.412520803
0.289601,0.412987929
0.289701,0.413486285
0.289801,0.414015198
0.289901,0.414573943
0.290001,0.41516175
0.290101,0.415777805
0.290201,0.416421246
0.290301,0.417091171
0.290401,0.417786634
0.290501,0.418506649
0.290601,0.419250192
0.290701,0.4200162
0.290801,0.420803575
0.290901,0.421611183
0.291001,0.422437858
0.291101,0.423282403
0.291201,0.424143593
0.291301,0.425020172
0.291401,0.425910862
0.291501,0.42681436
0.291601,0.42772934
0.291701,0.428654458
0.291801,0.42958835
0.291901,0.430529641
0.292001,0.431476936
0.292101,0.432428834
0.292201,0.433383921
0.292301,0.434340779
0.292401,0.435297983
0.292501,0.436254106
0.292601,0.43720772
0.292701,0.438157398
0.292801,0.43910172
0.292901,0.440039269
0.293001,0.440968638
0.293101,0.44188843
0.293201,0.44279726
0.293301,0.443693761
0.293401,0.444576579
0.293501,0.445444384
0.293601,0.446295863
0.293701,0.44712973
0.293801,0.447944723
0.293901,0.448739608
0.294001,0.44951318
0.294101,0.450264267
0.294201,0.450991731
0.294301,0.451694467
0.294401,0.452371408
0.294501,0.453021529
0.294601,0.453643841
0.294701,0.4542374
0.294801,0.454801307
0.294901,0.455334704
0.295001,0.455836785
0.295101,0.456306789
0.295201,0.456744004
0.295301,0.457147771
0.295401,0.457517481
0.295501,0.457852577
0.295601,0.458152558
0.295701,0.458416977
0.295801,0.45864544
0.295901,0.458837611
0.296001,0.458993211
0.296101,0.459112017
0.296201,0.459193864
0.296301,0.459238645
0.296401,0.45924631
0.296501,0.459216869
0.296601,0.459150389
0.296701,0.459046994
0.296801,0.458906869
0.296901,0.458730254
0.297001,0.458517447
0.297101,0.458268804
0.297201,0.457984737
0.297301,0.457665714
0.297401,0.457312256
0.297501,0.45692494
0.297601,0.456504398
0.297701,0.45605131
0.297801,0.455566412
0.297901,0.455050488
0.298001,0.45450437
0.298101,0.453928939
0.298201,0.453325121
0.298301,0.45269389
0.298401,0.45203626
0.298501,0.451353287
0.298601,0.450646069
0.298701,0.44991574
0.298801,0.449163471
0.298901,0.448390471
0.299001,0.447597977
0.299101,0.446787259
0.299201,0.445959616
0.299301,0.445116374
0.299401,0.444258884
0.299501,0.443388519
0.299601,0.442506671
0.299701,0.441614754
0.299801,0.440714195
0.299901,0.439806437
0.300001,0.438892933
0.300101,0.437975147
0.300201,0.437054548
0.300301,0.436132613
0.300401,0.43521082
0.300501,0.434290646
0.300601,0.433373568
0.300701,0.432461058
0.300801,0.431554582
0.300901,0.430655598
0.301001,0.42976555
0.301101,0.428885872
0.301201,0.428017982
0.301301,0.427163279
0.301401,0.426323144
0.301501,0.425498935
0.301601,0.424691987
0.301701,0.423903609
0.301801,0.423135083
0.301901,0.422387658
0.302001,0.421662555
0.302101,0.420960959
0.302201,0.420284021
0.302301,0.419632855
0.302401,0.419008534
0.302501,0.418412093
0.302601,0.417844524
0.302701,0.417306776
0.302801,0.416799751
0.302901,0.416324307
0.303001,0.415881254
0.303101,0.415471351
0.303201,0.41509531
0.303301,0.414753789
0.303401,0.414447395
0.303501,0.414176683
0.303601,0.413942151
0.303701,0.413744246
0.303801,0.413583356
0.303901,0.413459814
0.304001,0.413373897
0.304101,0.413325824
0.304201,0.413315757
0.304301,0.413343801
0.304401,0.413409999
0.304501,0.413514341
0.304601,0.413656756
0.304701,0.413837114
0.304801,0.414055229
0.304901,0.414310855
0.305001,0.41460369
0.305101,0.414933375
0.305201,0.415299492
0.305301,0.415701569
0.305401,0.416139078
0.305501,0.416611435
0.305601,0.417118003
0.305701,0.417658092
0.305801,0.418230959
0.305901,0.418835809
0.306001,0.419471799
0.306101,0.420138036
0.306201,0.420833579
0.306301,0.42155744
0.306401,0.422308589
0.306501,0.423085949
0.306601,0.423888404
0.306701,0.424714797
0.306801,0.425563931
0.306901,0.426434573
0.307001,0.427325457
0.307101,0.42823528
0.307201,0.429162712
0.307301,0.430106391
0.307401,0.431064928
0.307501,0.43203691
0.307601,0.433020901
0.307701,0.434015444
0.307801,0.435019061
0.307901,0.436030262
0.308001,0.43704754
0.308101,0.438069376
0.308201,0.439094244
0.308301,0.440120608
0.308401,0.441146929
0.308501,0.442171666
0.308601,0.443193276
0.308701,0.444210221
0.308801,0.445220967
0.308901,0.446223986
0.309001,0.447217761
0.309101,0.448200787
0.309201,0.449171573
0.309301,0.450128646
0.309401,0.451070551
0.309501,0.451995855
0.309601,0.452903148
0.309701,0.453791048
0.309801,0.454658201
0.309901,0.455503281
0.310001,0.456324998
0.310101,0.457122096
0.310201,0.457893353
0.310301,0.45863759
0.310401,0.459353667
0.310501,0.460040485
0.310601,0.460696993
0.310701,0.461322184
0.310801,0.461915099
0.310901,0.462474829
0.311001,0.463000516
0.311101,0.463491354
0.311201,0.463946592
0.311301,0.464365532
0.311401,0.464747535
0.311501,0.465092017
0.311601,0.465398454
0.311701,0.46566638
0.311801,0.46589539
0.311901,0.46608514
0.312001,0.466235346
0.312101,0.466345787
0.312201,0.466416304
0.312301,0.466446801
0.312401,0.466437244
0.312501,0.466387664
0.312601,0.466298151
0.312701,0.466168862
0.312801,0.466000014
0.312901,0.465791887
0.313001,0.465544823
0.313101,0.465259226
0.313201,0.464935559
0.313301,0.464574346
0.313401,0.46417617
0.313501,0.463741674
0.313601,0.463271555
0.313701,0.462766569
0.313801,0.462227526
0.313901,0.46165529
0.314001,0.461050776
0.314101,0.460414951
0.314201,0.459748833
0.314301,0.459053485
0.314401,0.458330017
0.314501,0.457579585
0.314601,0.456803385
0.314701,0.456002655
0.314801,0.455178671
0.314901,0.454332748
0.315001,0.453466232
0.315101,0.452580504
0.315201,0.451676975
0.315301,0.450757083
0.315401,0.449822293
0.315501,0.448874093
0.315601,0.447913993
0.315701,0.44694352
0.315801,0.44596422
0.315901,0.444977651
0.316001,0.443985384
0.316101,0.442989
0.316201,0.441990083
0.316301,0.440990226
0.316401,0.439991021
0.316501,0.438994061
0.316601,0.438000934
0.316701,0.437013224
0.316801,0.436032508
0.316901,0.43506035
0.317001,0.434098304
0.317101,0.433147907
0.317201,0.432210679
0.317301,0.431288121
0.317401,0.430381712
0.317501,0.429492905
0.317601,0.428623129
0.317701,0.427773781
0.317801,0.426946231
0.317901,0.426141813
0.318001,0.425361828
0.318101,0.42460754
0.318201,0.423880173
0.318301,0.423180912
0.318401,0.422510897
0.318501,0.421871227
0.318601,0.421262952
0.318701,0.420687079
0.318801,0.420144561
0.318901,0.419636303
0.319001,0.419163159
0.319101,0.418725929
0.319201,0.418325358
0.319301,0.417962137
0.319401,0.417636899
0.319501,0.417350221
0.319601,0.417102621
0.319701,0.416894556
0.319801,0.416726426
0.319901,0.416598569
0.320001,0.416511261
0.320101,0.416464718
0.320201,0.416459093
0.320301,0.416494477
0.320401,0.416570899
0.320501,0.416688324
0.320601,0.416846656
0.320701,0.417045734
0.320801,0.417285339
0.320901,0.417565185
0.321001,0.417884927
0.321101,0.418244157
0.321201,0.418642409
0.321301,0.419079154
0.321401,0.419553804
0.321501,0.420065713
0.321601,0.420614177
0.321701,0.421198435
0.321801,0.421817669
0.321901,0.422471008
0.322001,0.423157527
0.322101,0.423876249
0.322201,0.424626145
0.322301,0.425406139
0.322401,0.426215104
0.322501,0.42705187
0.322601,0.42791522
0.322701,0.428803897
0.322801,0.4297166
0.322901,0.430651992
0.323001,0.431608696
0.323101,0.432585302
0.323201,0.433580367
0.323301,0.434592417
0.323401,0.435619949
0.323501,0.436661434
0.323601,0.437715318
0.323701,0.438780028
0.323801,0.439853969
0.323901,0.44093553
0.324001,0.442023087
0.324101,0.443115002
0.324201,0.444209628
0.324301,0.445305312
0.324401,0.446400397
0.324501,0.447493223
0.324601,0.448582132
0.324701,0.449665468
0.324801,0.450741584
0.324901,0.451808838
0.325001,0.452865602
0.325101,0.453910261
0.325201,0.454941216
0.325301,0.455956888
0.325401,0.456955718
0.325501,0.457936173
0.325601,0.458896745
0.325701,0.459835955
0.325801,0.460752357
0.325901,0.461644537
0.326001,0.462511118
0.326101,0.46335076
0.326201,0.464162164
0.326301,0.464944075
0.326401,0.465695282
0.326501,0.466414619
0.326601,0.46710097
0.326701,0.46775327
0.326801,0.468370506
0.326901,0.468951718
0.327001,0.469496003
0.327101,0.470002513
0.327201,0.470470462
0.327301,0.470899119
0.327401,0.471287819
0.327501,0.471635956
0.327601,0.471942989
0.327701,0.47220844
0.327801,0.472431896
0.327901,0.472613012
0.328001,0.472751507
0.328101,0.472847168
0.328201,0.472899848
0.328301,0.472909469
0.328401,0.472876021
0.328501,0.47279956
0.328601,0.472680211
0.328701,0.472518167
0.328801,0.472313687
0.328901,0.472067098
0.329001,0.471778793
0.329101,0.471449231
0.329201,0.471078936
0.329301,0.470668496
0.329401,0.470218563
0.329501,0.469729851
0.329601,0.469203135
0.329701,0.468639251
0.329801,0.468039091
0.329901,0.467403608
0.330001,0.466733808
0.330101,0.466030752
0.330201,0.465295553
0.330301,0.464529376
0.330401,0.463733433
0.330501,0.462908984
0.330601,0.462057333
0.330701,0.461179829
0.330801,0.460277859
0.330901,0.459352849
0.331001,0.458406264
0.331101,0.457439599
0.331201,0.456454382
0.331301,0.455452172
0.331401,0.454434553
0.331501,0.453403133
0.331601,0.452359542
0.331701,0.45130543
0.331801,0.450242463
0.331901,0.44917232
0.332001,0.448096693
0.332101,0.447017283
0.332201,0.445935794
0.332301,0.444853938
0.332401,0.443773424
0.332501,0.442695962
0.332601,0.441623255
0.332701,0.440557002
0.332801,0.439498889
0.332901,0.438450593
0.333001,0.437413773
0.333101,0.436390073
0.333201,0.435381118
0.333301,0.434388507
0.333401,0.433413817
0.333501,0.432458599
0.333601,0.431524371
0.333701,0.430612623
0.333801,0.429724807
0.333901,0.428862342
0.334001,0.428026608
0.334101,0.427218944
0.334201,0.426440646
0.334301,0.425692967
0.334401,0.424977113
0.334501,0.424294241
0.334601,0.42364546
0.334701,0.423031826
0.334801,0.422454342
0.334901,0.421913957
0.335001,0.421411563
0.335101,0.420947996
0.335201,0.420524033
0.335301,0.420140389
0.335401,0.41979772
0.335501,0.41949662
0.335601,0.419237619
0.335701,0.419021184
0.335801,0.418847716
0.335901,0.418717554
0.336001,0.418630969
0.336101,0.418588165
0.336201,0.418589281
0.336301,0.418634388
0.336401,0.418723493
0.336501,0.418856531
0.336601,0.419033374
0.336701,0.419253826
0.336801,0.419517622
0.336901,0.419824435
0.337001,0.420173867
0.337101,0.420565457
0.337201,0.420998681
0.337301,0.421472946
0.337401,0.4219876
0.337501,0.422541926
0.337601,0.423135145
0.337701,0.42376642
0.337801,0.424434852
0.337901,0.425139485
0.338001,0.425879305
0.338101,0.426653246
0.338201,0.427460183
0.338301,0.428298943
0.338401,0.429168301
0.338501,0.430066983
0.338601,0.430993666
0.338701,0.431946986
0.338801,0.432925533
0.338901,0.433927857
0.339001,0.434952468
0.339101,0.43599784
0.339201,0.437062413
0.339301,0.438144594
0.339401,0.43924276
0.339501,0.440355262
0.339601,0.441480425
0.339701,0.442616552
0.339801,0.443761926
0.339901,0.444914813
0.340001,0.446073464
0.340101,0.447236119
0.340201,0.448401009
0.340301,0.449566358
0.340401,0.450730387
0.340501,0.451891315
0.340601,0.453047363
0.340701,0.454196759
0.340801,0.455337737
0.340901,0.45646854
0.341001,0.457587426
0.341101,0.458692669
0.341201,0.45978256
0.341301,0.460855413
0.341401,0.461909566
0.341501,0.462943383
0.341601,0.463955258
0.341701,0.464943617
0.341801,0.46590692
0.341901,0.466843665
0.342001,0.46775239
0.342101,0.468631673
0.342201,0.469480139
0.342301,0.470296458
0.342401,0.471079349
0.342501,0.471827584
0.342601,0.472539984
0.342701,0.473215428
0.342801,0.473852852
0.342901,0.47445125
0.343001,0.475009675
0.343101,0.475527245
0.343201,0.476003139
0.343301,0.476436602
0.343401,0.476826944
0.343501,0.477173544
0.343601,0.477475849
0.343701,0.477733375
0.343801,0.477945708
0.343901,0.478112505
0.344001,0.478233495
0.344101,0.47830848
0.344201,0.478337332
0.344301,0.478319997
0.344401,0.478256496
0.344501,0.478146918
0.344601,0.47799143
0.344701,0.477790267
0.344801,0.47754374
0.344901,0.477252227
0.345001,0.476916183
0.345101,0.476536128
0.345201,0.476112655
0.345301,0.475646424
0.345401,0.475138163
0.345501,0.474588666
0.345601,0.473998794
0.345701,0.473369468
0.345801,0.472701675
0.345901,0.47199646
0.346001,0.47125493
0.346101,0.470478247
0.346201,0.469667628
0.346301,0.468824344
0.346401,0.46794972
0.346501,0.467045126
0.346601,0.466111982
0.346701,0.465151752
0.346801,0.464165942
0.346901,0.4631561
0.347001,0.462123809
0.347101,0.46107069
0.347201,0.459998394
0.347301,0.458908603
0.347401,0.457803027
0.347501,0.456683401
0.347601,0.45555148
0.347701,0.45440904
0.347801,0.453257872
0.347901,0.452099783
0.348001,0.450936588
0.348101,0.449770112
0.348201,0.448602184
0.348301,0.447434636
0.348401,0.446269299
0.348501,0.445108002
0.348601,0.443952566
0.348701,0.442804805
0.348801,0.44166652
0.348901,0.440539497
0.349001,0.439425507
0.349101,0.4383263
0.349201,0.437243603
0.349301,0.436179119
0.349401,0.435134522
0.349501,0.434111456
0.349601,0.433111534
0.349701,0.432136333
0.349801,0.43118739
0.349901,0.430266206
0.350001,0.429374238
0.350101,0.428512898
0.350201,0.427683553
0.350301,0.426887522
0.350401,0.426126071
0.350501,0.425400417
0.350601,0.42471172
0.350701,0.424061086
0.350801,0.423449563
0.350901,0.422878139
0.351001,0.422347742
0.351101,0.421859238
0.351201,0.421413431
0.351301,0.421011057
0.351401,0.420652791
0.351501,0.420339236
0.351601,0.420070932
0.351701,0.419848348
0.351801,0.419671885
0.351901,0.419541872
0.352001,0.41945857
0.352101,0.419422168
0.352201,0.419432783
0.352301,0.419490463
0.352401,0.419595182
0.352501,0.419746842
0.352601,0.419945276
0.352701,0.420190243
0.352801,0.420481433
0.352901,0.420818463
0.353001,0.421200881
0.353101,0.421628165
0.353201,0.422099723
0.353301,0.422614897
0.353401,0.423172959
0.353501,0.423773116
0.353601,0.42441451
0.353701,0.425096216
0.353801,0.425817249
0.353901,0.426576562
0.354001,0.427373047
0.354101,0.428205537
0.354201,0.429072809
0.354301,0.429973586
0.354401,0.430906534
0.354501,0.431870271
0.354601,0.432863364
0.354701,0.433884333
0.354801,0.434931652
0.354901,0.436003753
0.355001,0.437099026
0.355101,0.438215824
0.355201,0.439352463
0.355301,0.440507227
0.355401,0.441678366
0.355501,0.442864106
0.355601,0.444062643
0.355701,0.445272154
0.355801,0.446490794
0.355901,0.447716701
0.356001,0.448947997
0.356101,0.450182796
0.356201,0.4514192
0.356301,0.452655308
0.356401,0.453889214
0.356501,0.455119013
0.356601,0.456342804
0.356701,0.457558692
0.356801,0.45876479
0.356901,0.459959225
0.357001,0.461140138
0.357101,0.462305689
0.357201,0.463454059
0.357301,0.464583452
0.357401,0.4656921
0.357501,0.466778266
0.357601,0.467840243
0.357701,0.468876362
0.357801,0.46988499
0.357901,0.470864538
0.358001,0.471813456
0.358101,0.472730245
0.358201,0.473613452
0.358301,0.474461674
0.358401,0.475273564
0.358501,0.476047828
0.358601,0.476783233
0.358701,0.477478602
0.358801,0.478132822
0.358901,0.478744844
0.359001,0.479313683
0.359101,0.479838424
0.359201,0.480318217
0.359301,0.480752285
0.359401,0.481139921
0.359501,0.481480491
0.359601,0.481773436
0.359701,0.482018271
0.359801,0.482214587
0.359901,0.482362049
0.360001,0.482460403
0.360101,0.48250947
0.360201,0.48250915
0.360301,0.482459418
0.360401,0.482360332
0.360501,0.482212024
0.360601,0.482014706
0.360701,0.481768667
0.360801,0.481474272
0.360901,0.481131964
0.361001,0.480742262
0.361101,0.480305758
0.361201,0.47982312
0.361301,0.479295089
0.361401,0.478722476
0.361501,0.478106164
0.361601,0.477447105
0.361701,0.476746319
0.361801,0.476004889
0.361901,0.475223966
0.362001,0.474404762
0.362101,0.473548547
0.362201,0.472656652
0.362301,0.471730464
0.362401,0.470771423
0.362501,0.46978102
0.362601,0.468760796
0.362701,0.46771234
0.362801,0.466637283
0.362901,0.465537299
0.363001,0.464414101
0.363101,0.463269438
0.363201,0.462105091
0.363301,0.460922873
0.363401,0.459724626
0.363501,0.458512215
0.363601,0.457287528
0.363701,0.45605247
0.363801,0.454808966
0.363901,0.453558949
0.364001,0.452304367
0.364101,0.451047172
0.364201,0.449789319
0.364301,0.448532768
0.364401,0.447279473
0.364501,0.446031384
0.364601,0.444790445
0.364701,0.443558586
0.364801,0.442337724
0.364901,0.441129761
0.365001,0.439936576
0.365101,0.438760028
0.365201,0.437601949
0.365301,0.436464144
0.365401,0.435348385
0.365501,0.434256412
0.365601,0.43318993
0.365701,0.432150601
0.365801,0.431140051
0.365901,0.430159858
0.366001,0.429211556
0.366101,0.42829663
0.366201,0.427416515
0.366301,0.426572593
0.366401,0.42576619
0.366501,0.424998578
0.366601,0.424270967
0.366701,0.423584509
0.366801,0.422940293
0.366901,0.422339344
0.367001,0.421782622
0.367101,0.42127102
0.367201,0.420805363
0.367301,0.420386406
0.367401,0.420014835
0.367501,0.419691262
0.367601,0.419416228
0.367701,0.419190201
0.367801,0.419013575
0.367901,0.418886667
0.368001,0.41880972
0.368101,0.418782903
0.368201,0.418806307
0.368301,0.418879946
0.368401,0.41900376
0.368501,0.419177612
0.368601,0.419401286
0.368701,0.419674494
0.368801,0.41999687
0.368901,0.420367973
0.369001,0.420787288
0.369101,0.421254224
0.369201,0.42176812
0.369301,0.42232824
0.369401,0.422933777
0.369501,0.423583854
0.369601,0.424277524
0.369701,0.425013774
0.369801,0.425791522
0.369901,0.426609622
0.370001,0.427466866
0.370101,0.428361983
0.370201,0.429293641
0.370301,0.430260451
0.370401,0.431260968
0.370501,0.432293692
0.370601,0.433357073
0.370701,0.43444951
0.370801,0.435569354
0.370901,0.436714912
0.371001,0.437884448
0.371101,0.439076187
0.371201,0.440288316
0.371301,0.441518987
0.371401,0.442766321
0.371501,0.444028409
0.371601,0.445303317
0.371701,0.446589086
0.371801,0.44788374
0.371901,0.449185281
0.372001,0.450491702
0.372101,0.45180098
0.372201,0.453111088
0.372301,0.454419991
0.372401,0.455725656
0.372501,0.457026048
0.372601,0.458319138
0.372701,0.459602907
0.372801,0.460875344
0.372901,0.462134454
0.373001,0.46337826
0.373101,0.464604804
0.373201,0.465812155
0.373301,0.466998405
0.373401,0.46816168
0.373501,0.469300136
0.373601,0.470411968
0.373701,0.471495409
0.373801,0.472548734
0.373901,0.473570262
0.374001,0.474558361
0.374101,0.47551145
0.374201,0.476428
0.374301,0.477306539
0.374401,0.47814565
0.374501,0.478943981
0.374601,0.479700239
0.374701,0.480413198
0.374801,0.481081699
0.374901,0.481704651
0.375001,0.482281034
0.375101,0.482809903
0.375201,0.483290385
0.375301,0.483721683
0.375401,0.484103077
0.375501,0.484433926
0.375601,0.484713669
0.375701,0.484941825
0.375801,0.485117995
0.375901,0.48524186
0.376001,0.485313186
0.376101,0.48533182
