"P1_x","P1_y"
0.2175,0.7429207142,
0.2176,0.7431370464,
0.2177,0.7433532764,
0.2178,0.7435694039,
0.2179,0.7437854289,
0.218,0.7440013511,
0.2181,0.7442171706,
0.2182,0.744432887,
0.2183,0.7446485003,
0.2184,0.7448640104,
0.2185,0.7450794171,
0.2186,0.7452947202,
0.2187,0.7455099196,
0.2188,0.7457250152,
0.2189,0.7459400069,
0.219,0.7461548945,
0.2191,0.7463696779,
0.2192,0.746584357,
0.2193,0.7467989316,
0.2194,0.7470134016,
0.2195,0.7472277669,
0.2196,0.7474420273,
0.2197,0.7476561828,
0.2198,0.7478702332,
0.2199,0.7480841784,
0.22,0.7482980182,
0.2201,0.7485117527,
0.2202,0.7487253816,
0.2203,0.7489389048,
0.2204,0.7491523222,
0.2205,0.7493656338,
0.2206,0.7495788394,
0.2207,0.7497919388,
0.2208,0.7500049321,
0.2209,0.750217819,
0.221,0.7504305996,
0.2211,0.7506432736,
0.2212,0.750855841,
0.2213,0.7510683017,
0.2214,0.7512806557,
0.2215,0.7514929027,
0.2216,0.7517050427,
0.2217,0.7519170756,
0.2218,0.7521290014,
0.2219,0.7523408199,
0.222,0.7525525311,
0.2221,0.7527641348,
0.2222,0.7529756311,
0.2223,0.7531870197,
0.2224,0.7533983007,
0.2225,0.7536094739,
0.2226,0.7538205393,
0.2227,0.7540314968,
0.2228,0.7542423463,
0.2229,0.7544530878,
0.223,0.7546637212,
0.2231,0.7548742464,
0.2232,0.7550846633,
0.2233,0.7552949719,
0.2234,0.7555051721,
0.2235,0.7557152639,
0.2236,0.7559252472,
0.2237,0.7561351219,
0.2238,0.756344888,
0.2239,0.7565545455,
0.224,0.7567640941,
0.2241,0.756973534,
0.2242,0.7571828651,
0.2243,0.7573920872,
0.2244,0.7576012004,
0.2245,0.7578102047,
0.2246,0.7580190999,
0.2247,0.758227886,
0.2248,0.7584365629,
0.2249,0.7586451307,
0.225,0.7588535893,
0.2251,0.7590619386,
0.2252,0.7592701787,
0.2253,0.7594783094,
0.2254,0.7596863307,
0.2255,0.7598942426,
0.2256,0.7601020451,
0.2257,0.7603097381,
0.2258,0.7605173216,
0.2259,0.7607247955,
0.226,0.7609321599,
0.2261,0.7611394147,
0.2262,0.7613465598,
0.2263,0.7615535953,
0.2264,0.7617605211,
0.2265,0.7619673372,
0.2266,0.7621740436,
0.2267,0.7623806402,
0.2268,0.762587127,
0.2269,0.762793504,
0.227,0.7629997712,
0.2271,0.7632059285,
0.2272,0.763411976,
0.2273,0.7636179136,
0.2274,0.7638237412,
0.2275,0.764029459,
0.2276,0.7642350668,
0.2277,0.7644405647,
0.2278,0.7646459526,
0.2279,0.7648512304,
0.228,0.7650563983,
0.2281,0.7652614562,
0.2282,0.7654664041,
0.2283,0.7656712419,
0.2284,0.7658759696,
0.2285,0.7660805873,
0.2286,0.7662850949,
0.2287,0.7664894924,
0.2288,0.7666937797,
0.2289,0.766897957,
0.229,0.7671020242,
0.2291,0.7673059812,
0.2292,0.767509828,
0.2293,0.7677135647,
0.2294,0.7679171913,
0.2295,0.7681207077,
0.2296,0.7683241138,
0.2297,0.7685274098,
0.2298,0.7687305956,
0.2299,0.7689336712,
0.23,0.7691366365,
0.2301,0.7693394916,
0.2302,0.7695422365,
0.2303,0.7697448711,
0.2304,0.7699473955,
0.2305,0.7701498096,
0.2306,0.7703521134,
0.2307,0.770554307,
0.2308,0.7707563902,
0.2309,0.7709583632,
0.231,0.7711602258,
0.2311,0.7713619781,
0.2312,0.7715636201,
0.2313,0.7717651517,
0.2314,0.771966573,
0.2315,0.7721678839,
0.2316,0.7723690845,
0.2317,0.7725701747,
0.2318,0.7727711544,
0.2319,0.7729720238,
0.232,0.7731727827,
0.2321,0.7733734312,
0.2322,0.7735739693,
0.2323,0.7737743969,
0.2324,0.773974714,
0.2325,0.7741749206,
0.2326,0.7743750167,
0.2327,0.7745750023,
0.2328,0.7747748774,
0.2329,0.7749746419,
0.233,0.7751742959,
0.2331,0.7753738393,
0.2332,0.775573272,
0.2333,0.7757725942,
0.2334,0.7759718057,
0.2335,0.7761709065,
0.2336,0.7763698967,
0.2337,0.7765687762,
0.2338,0.7767675449,
0.2339,0.7769662029,
0.234,0.7771647502,
0.2341,0.7773631866,
0.2342,0.7775615122,
0.2343,0.7777597271,
0.2344,0.777957831,
0.2345,0.778155824,
0.2346,0.7783537062,
0.2347,0.7785514774,
0.2348,0.7787491376,
0.2349,0.7789466868,
0.235,0.779144125,
0.2351,0.7793414522,
0.2352,0.7795386682,
0.2353,0.7797357731,
0.2354,0.7799327669,
0.2355,0.7801296495,
0.2356,0.7803264209,
0.2357,0.780523081,
0.2358,0.7807196298,
0.2359,0.7809160673,
0.236,0.7811123935,
0.2361,0.7813086082,
0.2362,0.7815047115,
0.2363,0.7817007034,
0.2364,0.7818965837,
0.2365,0.7820923525,
0.2366,0.7822880096,
0.2367,0.7824835552,
0.2368,0.782678989,
0.2369,0.7828743112,
0.237,0.7830695215,
0.2371,0.7832646201,
0.2372,0.7834596068,
0.2373,0.7836544816,
0.2374,0.7838492444,
0.2375,0.7840438953,
0.2376,0.7842384341,
0.2377,0.7844328608,
0.2378,0.7846271754,
0.2379,0.7848213778,
0.238,0.7850154679,
0.2381,0.7852094457,
0.2382,0.7854033112,
0.2383,0.7855970643,
0.2384,0.785790705,
0.2385,0.7859842331,
0.2386,0.7861776487,
0.2387,0.7863709517,
0.2388,0.786564142,
0.2389,0.7867572196,
0.239,0.7869501843,
0.2391,0.7871430363,
0.2392,0.7873357753,
0.2393,0.7875284014,
0.2394,0.7877209145,
0.2395,0.7879133145,
0.2396,0.7881056014,
0.2397,0.7882977751,
0.2398,0.7884898355,
0.2399,0.7886817826,
0.24,0.7888736163,
0.2401,0.7890653366,
0.2402,0.7892569434,
0.2403,0.7894484366,
0.2404,0.7896398162,
0.2405,0.7898310821,
0.2406,0.7900222343,
0.2407,0.7902132726,
0.2408,0.7904041971,
0.2409,0.7905950076,
0.241,0.7907857041,
0.2411,0.7909762865,
0.2412,0.7911667547,
0.2413,0.7913571088,
0.2414,0.7915473486,
0.2415,0.791737474,
0.2416,0.7919274851,
0.2417,0.7921173816,
0.2418,0.7923071636,
0.2419,0.792496831,
0.242,0.7926863838,
0.2421,0.7928758218,
0.2422,0.793065145,
0.2423,0.7932543533,
0.2424,0.7934434466,
0.2425,0.793632425,
0.2426,0.7938212883,
0.2427,0.7940100364,
0.2428,0.7941986693,
0.2429,0.794387187,
0.243,0.7945755892,
0.2431,0.7947638761,
0.2432,0.7949520475,
0.2433,0.7951401034,
0.2434,0.7953280436,
0.2435,0.7955158681,
0.2436,0.7957035769,
0.2437,0.7958911699,
0.2438,0.796078647,
0.2439,0.7962660082,
0.244,0.7964532533,
0.2441,0.7966403824,
0.2442,0.7968273953,
0.2443,0.797014292,
0.2444,0.7972010724,
0.2445,0.7973877365,
0.2446,0.7975742842,
0.2447,0.7977607154,
0.2448,0.79794703,
0.2449,0.7981332281,
0.245,0.7983193095,
0.2451,0.7985052742,
0.2452,0.7986911221,
0.2453,0.7988768532,
0.2454,0.7990624673,
0.2455,0.7992479645,
0.2456,0.7994333447,
0.2457,0.7996186077,
0.2458,0.7998037536,
0.2459,0.7999887823,
0.246,0.8001736937,
0.2461,0.8003584878,
0.2462,0.8005431644,
0.2463,0.8007277237,
0.2464,0.8009121654,
0.2465,0.8010964896,
0.2466,0.8012806961,
0.2467,0.801464785,
0.2468,0.8016487561,
0.2469,0.8018326095,
0.247,0.802016345,
0.2471,0.8021999626,
0.2472,0.8023834623,
0.2473,0.802566844,
0.2474,0.8027501076,
0.2475,0.8029332532,
0.2476,0.8031162805,
0.2477,0.8032991897,
0.2478,0.8034819806,
0.2479,0.8036646532,
0.248,0.8038472075,
0.2481,0.8040296433,
0.2482,0.8042119607,
0.2483,0.8043941597,
0.2484,0.80457624,
0.2485,0.8047582018,
0.2486,0.804940045,
0.2487,0.8051217695,
0.2488,0.8053033752,
0.2489,0.8054848622,
0.249,0.8056662304,
0.2491,0.8058474798,
0.2492,0.8060286103,
0.2493,0.8062096218,
0.2494,0.8063905144,
0.2495,0.8065712879,
0.2496,0.8067519425,
0.2497,0.8069324779,
0.2498,0.8071128942,
0.2499,0.8072931914,
0.25,0.8074733693,
0.2501,0.8076534281,
0.2502,0.8078333675,
0.2503,0.8080131877,
0.2504,0.8081928886,
0.2505,0.80837247,
0.2506,0.8085519321,
0.2507,0.8087312748,
0.2508,0.8089104979,
0.2509,0.8090896016,
0.251,0.8092685858,
0.2511,0.8094474504,
0.2512,0.8096261955,
0.2513,0.8098048209,
0.2514,0.8099833267,
0.2515,0.8101617129,
0.2516,0.8103399793,
0.2517,0.8105181261,
0.2518,0.8106961531,
0.2519,0.8108740603,
0.252,0.8110518478,
0.2521,0.8112295154,
0.2522,0.8114070632,
0.2523,0.8115844912,
0.2524,0.8117617992,
0.2525,0.8119389874,
0.2526,0.8121160556,
0.2527,0.8122930039,
0.2528,0.8124698323,
0.2529,0.8126465406,
0.253,0.812823129,
0.2531,0.8129995973,
0.2532,0.8131759456,
0.2533,0.8133521738,
0.2534,0.813528282,
0.2535,0.81370427,
0.2536,0.813880138,
0.2537,0.8140558859,
0.2538,0.8142315136,
0.2539,0.8144070211,
0.254,0.8145824085,
0.2541,0.8147576757,
0.2542,0.8149328227,
0.2543,0.8151078495,
0.2544,0.8152827561,
0.2545,0.8154575425,
0.2546,0.8156322086,
0.2547,0.8158067544,
0.2548,0.81598118,
0.2549,0.8161554853,
0.255,0.8163296703,
0.2551,0.816503735,
0.2552,0.8166776794,
0.2553,0.8168515035,
0.2554,0.8170252072,
0.2555,0.8171987906,
0.2556,0.8173722536,
0.2557,0.8175455963,
0.2558,0.8177188186,
0.2559,0.8178919205,
0.256,0.8180649021,
0.2561,0.8182377632,
0.2562,0.818410504,
0.2563,0.8185831243,
0.2564,0.8187556242,
0.2565,0.8189280037,
0.2566,0.8191002628,
0.2567,0.8192724014,
0.2568,0.8194444196,
0.2569,0.8196163174,
0.257,0.8197880946,
0.2571,0.8199597514,
0.2572,0.8201312878,
0.2573,0.8203027037,
0.2574,0.8204739991,
0.2575,0.820645174,
0.2576,0.8208162284,
0.2577,0.8209871623,
0.2578,0.8211579757,
0.2579,0.8213286686,
0.258,0.821499241,
0.2581,0.8216696928,
0.2582,0.8218400242,
0.2583,0.822010235,
0.2584,0.8221803253,
0.2585,0.822350295,
0.2586,0.8225201442,
0.2587,0.8226898729,
0.2588,0.822859481,
0.2589,0.8230289685,
0.259,0.8231983355,
0.2591,0.8233675819,
0.2592,0.8235367078,
0.2593,0.823705713,
0.2594,0.8238745977,
0.2595,0.8240433618,
0.2596,0.8242120053,
0.2597,0.8243805282,
0.2598,0.8245489305,
0.2599,0.8247172122,
0.26,0.8248853733,
0.2601,0.8250534138,
0.2602,0.8252213336,
0.2603,0.8253891328,
0.2604,0.8255568114,
0.2605,0.8257243693,
0.2606,0.8258918067,
0.2607,0.8260591233,
0.2608,0.8262263193,
0.2609,0.8263933946,
0.261,0.8265603493,
0.2611,0.8267271833,
0.2612,0.8268938966,
0.2613,0.8270604893,
0.2614,0.8272269612,
0.2615,0.8273933125,
0.2616,0.827559543,
0.2617,0.8277256529,
0.2618,0.827891642,
0.2619,0.8280575104,
0.262,0.828223258,
0.2621,0.828388885,
0.2622,0.8285543912,
0.2623,0.8287197766,
0.2624,0.8288850413,
0.2625,0.8290501852,
0.2626,0.8292152083,
0.2627,0.8293801107,
0.2628,0.8295448922,
0.2629,0.829709553,
0.263,0.8298740929,
0.2631,0.8300385121,
0.2632,0.8302028104,
0.2633,0.8303669879,
0.2634,0.8305310445,
0.2635,0.8306949803,
0.2636,0.8308587952,
0.2637,0.8310224893,
0.2638,0.8311860624,
0.2639,0.8313495147,
0.264,0.8315128461,
0.2641,0.8316760566,
0.2642,0.8318391461,
0.2643,0.8320021148,
0.2644,0.8321649624,
0.2645,0.8323276892,
0.2646,0.8324902949,
0.2647,0.8326527797,
0.2648,0.8328151435,
0.2649,0.8329773864,
0.265,0.8331395082,
0.2651,0.8333015089,
0.2652,0.8334633887,
0.2653,0.8336251474,
0.2654,0.8337867851,
0.2655,0.8339483016,
0.2656,0.8341096971,
0.2657,0.8342709715,
0.2658,0.8344321248,
0.2659,0.834593157,
0.266,0.8347540681,
0.2661,0.834914858,
0.2662,0.8350755267,
0.2663,0.8352360743,
0.2664,0.8353965007,
0.2665,0.8355568058,
0.2666,0.8357169898,
0.2667,0.8358770525,
0.2668,0.836036994,
0.2669,0.8361968143,
0.267,0.8363565132,
0.2671,0.8365160909,
0.2672,0.8366755473,
0.2673,0.8368348823,
0.2674,0.836994096,
0.2675,0.8371531884,
0.2676,0.8373121594,
0.2677,0.837471009,
0.2678,0.8376297372,
0.2679,0.8377883441,
0.268,0.8379468294,
0.2681,0.8381051934,
0.2682,0.8382634359,
0.2683,0.8384215569,
0.2684,0.8385795564,
0.2685,0.8387374344,
0.2686,0.8388951909,
0.2687,0.8390528259,
0.2688,0.8392103393,
0.2689,0.8393677311,
0.269,0.8395250013,
0.2691,0.8396821499,
0.2692,0.8398391769,
0.2693,0.8399960823,
0.2694,0.8401528659,
0.2695,0.840309528,
0.2696,0.8404660683,
0.2697,0.8406224869,
0.2698,0.8407787838,
0.2699,0.8409349589,
0.27,0.8410910123,
0.2701,0.8412469439,
0.2702,0.8414027537,
0.2703,0.8415584417,
0.2704,0.8417140078,
0.2705,0.8418694521,
0.2706,0.8420247746,
0.2707,0.8421799751,
0.2708,0.8423350538,
0.2709,0.8424900105,
0.271,0.8426448453,
0.2711,0.8427995581,
0.2712,0.842954149,
0.2713,0.8431086179,
0.2714,0.8432629647,
0.2715,0.8434171896,
0.2716,0.8435712924,
0.2717,0.8437252731,
0.2718,0.8438791318,
0.2719,0.8440328684,
0.272,0.8441864828,
0.2721,0.8443399752,
0.2722,0.8444933454,
0.2723,0.8446465934,
0.2724,0.8447997193,
0.2725,0.8449527229,
0.2726,0.8451056044,
0.2727,0.8452583636,
0.2728,0.8454110006,
0.2729,0.8455635153,
0.273,0.8457159078,
0.2731,0.8458681779,
0.2732,0.8460203258,
0.2733,0.8461723513,
0.2734,0.8463242544,
0.2735,0.8464760353,
0.2736,0.8466276937,
0.2737,0.8467792298,
0.2738,0.8469306435,
0.2739,0.8470819347,
0.274,0.8472331035,
0.2741,0.8473841499,
0.2742,0.8475350738,
0.2743,0.8476858752,
0.2744,0.8478365542,
0.2745,0.8479871106,
0.2746,0.8481375446,
0.2747,0.8482878559,
0.2748,0.8484380448,
0.2749,0.8485881111,
0.275,0.8487380548,
0.2751,0.848887876,
0.2752,0.8490375745,
0.2753,0.8491871504,
0.2754,0.8493366037,
0.2755,0.8494859344,
0.2756,0.8496351425,
0.2757,0.8497842279,
0.2758,0.8499331906,
0.2759,0.8500820306,
0.276,0.850230748,
0.2761,0.8503793426,
0.2762,0.8505278146,
0.2763,0.8506761638,
0.2764,0.8508243903,
0.2765,0.850972494,
0.2766,0.851120475,
0.2767,0.8512683333,
0.2768,0.8514160688,
0.2769,0.8515636815,
0.277,0.8517111714,
0.2771,0.8518585385,
0.2772,0.8520057828,
0.2773,0.8521529044,
0.2774,0.8522999031,
0.2775,0.852446779,
0.2776,0.8525935321,
0.2777,0.8527401623,
0.2778,0.8528866697,
0.2779,0.8530330542,
0.278,0.8531793159,
0.2781,0.8533254548,
0.2782,0.8534714708,
0.2783,0.8536173639,
0.2784,0.8537631341,
0.2785,0.8539087815,
0.2786,0.854054306,
0.2787,0.8541997076,
0.2788,0.8543449863,
0.2789,0.8544901422,
0.279,0.8546351751,
0.2791,0.8547800852,
0.2792,0.8549248723,
0.2793,0.8550695366,
0.2794,0.855214078,
0.2795,0.8553584965,
0.2796,0.855502792,
0.2797,0.8556469647,
0.2798,0.8557910145,
0.2799,0.8559349413,
0.28,0.8560787453,
0.2801,0.8562224264,
0.2802,0.8563659845,
0.2803,0.8565094198,
0.2804,0.8566527322,
0.2805,0.8567959217,
0.2806,0.8569389883,
0.2807,0.8570819319,
0.2808,0.8572247527,
0.2809,0.8573674507,
0.281,0.8575100257,
0.2811,0.8576524778,
0.2812,0.8577948071,
0.2813,0.8579370135,
0.2814,0.858079097,
0.2815,0.8582210577,
0.2816,0.8583628955,
0.2817,0.8585046104,
0.2818,0.8586462025,
0.2819,0.8587876718,
0.282,0.8589290182,
0.2821,0.8590702418,
0.2822,0.8592113425,
0.2823,0.8593523204,
0.2824,0.8594931755,
0.2825,0.8596339078,
0.2826,0.8597745172,
0.2827,0.8599150039,
0.2828,0.8600553678,
0.2829,0.8601956089,
0.283,0.8603357272,
0.2831,0.8604757228,
0.2832,0.8606155956,
0.2833,0.8607553456,
0.2834,0.8608949729,
0.2835,0.8610344775,
0.2836,0.8611738593,
0.2837,0.8613131184,
0.2838,0.8614522548,
0.2839,0.8615912685,
0.284,0.8617301595,
0.2841,0.8618689278,
0.2842,0.8620075734,
0.2843,0.8621460964,
0.2844,0.8622844967,
0.2845,0.8624227744,
0.2846,0.8625609294,
0.2847,0.8626989618,
0.2848,0.8628368716,
0.2849,0.8629746588,
0.285,0.8631123233,
0.2851,0.8632498653,
0.2852,0.8633872848,
0.2853,0.8635245816,
0.2854,0.8636617559,
0.2855,0.8637988077,
0.2856,0.8639357369,
0.2857,0.8640725436,
0.2858,0.8642092278,
0.2859,0.8643457895,
0.286,0.8644822287,
0.2861,0.8646185455,
0.2862,0.8647547397,
0.2863,0.8648908116,
0.2864,0.8650267609,
0.2865,0.8651625879,
0.2866,0.8652982924,
0.2867,0.8654338745,
0.2868,0.8655693342,
0.2869,0.8657046715,
0.287,0.8658398865,
0.2871,0.8659749791,
0.2872,0.8661099493,
0.2873,0.8662447972,
0.2874,0.8663795228,
0.2875,0.866514126,
0.2876,0.866648607,
0.2877,0.8667829657,
0.2878,0.866917202,
0.2879,0.8670513161,
0.288,0.867185308,
0.2881,0.8673191776,
0.2882,0.867452925,
0.2883,0.8675865501,
0.2884,0.8677200531,
0.2885,0.8678534338,
0.2886,0.8679866923,
0.2887,0.8681198287,
0.2888,0.8682528429,
0.2889,0.868385735,
0.289,0.8685185049,
0.2891,0.8686511527,
0.2892,0.8687836784,
0.2893,0.8689160819,
0.2894,0.8690483634,
0.2895,0.8691805228,
0.2896,0.8693125601,
0.2897,0.8694444753,
0.2898,0.8695762685,
0.2899,0.8697079397,
0.29,0.8698394888,
0.2901,0.8699709159,
0.2902,0.870102221,
0.2903,0.8702334041,
0.2904,0.8703644653,
0.2905,0.8704954044,
0.2906,0.8706262216,
0.2907,0.8707569169,
0.2908,0.8708874902,
0.2909,0.8710179416,
0.291,0.8711482711,
0.2911,0.8712784786,
0.2912,0.8714085643,
0.2913,0.8715385281,
0.2914,0.87166837,
0.2915,0.87179809,
0.2916,0.8719276882,
0.2917,0.8720571646,
0.2918,0.8721865191,
0.2919,0.8723157518,
0.292,0.8724448627,
0.2921,0.8725738518,
0.2922,0.8727027191,
0.2923,0.8728314647,
0.2924,0.8729600884,
0.2925,0.8730885904,
0.2926,0.8732169707,
0.2927,0.8733452292,
0.2928,0.873473366,
0.2929,0.8736013811,
0.293,0.8737292745,
0.2931,0.8738570462,
0.2932,0.8739846962,
0.2933,0.8741122245,
0.2934,0.8742396312,
0.2935,0.8743669162,
0.2936,0.8744940795,
0.2937,0.8746211213,
0.2938,0.8747480414,
0.2939,0.8748748399,
0.294,0.8750015168,
0.2941,0.8751280721,
0.2942,0.8752545058,
0.2943,0.875380818,
0.2944,0.8755070086,
0.2945,0.8756330776,
0.2946,0.8757590251,
0.2947,0.8758848511,
0.2948,0.8760105556,
0.2949,0.8761361385,
0.295,0.8762616,
0.2951,0.8763869399,
0.2952,0.8765121584,
0.2953,0.8766372554,
0.2954,0.876762231,
0.2955,0.8768870851,
0.2956,0.8770118178,
0.2957,0.877136429,
0.2958,0.8772609189,
0.2959,0.8773852873,
0.296,0.8775095343,
0.2961,0.87763366,
0.2962,0.8777576643,
0.2963,0.8778815472,
0.2964,0.8780053088,
0.2965,0.878128949,
0.2966,0.8782524679,
0.2967,0.8783758655,
0.2968,0.8784991417,
0.2969,0.8786222967,
0.297,0.8787453304,
0.2971,0.8788682428,
0.2972,0.878991034,
0.2973,0.8791137039,
0.2974,0.8792362525,
0.2975,0.8793586799,
0.2976,0.8794809862,
0.2977,0.8796031712,
0.2978,0.879725235,
0.2979,0.8798471776,
0.298,0.879968999,
0.2981,0.8800906993,
0.2982,0.8802122785,
0.2983,0.8803337365,
0.2984,0.8804550734,
0.2985,0.8805762891,
0.2986,0.8806973838,
0.2987,0.8808183573,
0.2988,0.8809392098,
0.2989,0.8810599413,
0.299,0.8811805517,
0.2991,0.881301041,
0.2992,0.8814214093,
0.2993,0.8815416566,
0.2994,0.8816617829,
0.2995,0.8817817882,
0.2996,0.8819016725,
0.2997,0.8820214358,
0.2998,0.8821410783,
0.2999,0.8822605997,
0.3,0.8823800003,
0.3001,0.8824992799,
0.3002,0.8826184386,
0.3003,0.8827374764,
0.3004,0.8828563934,
0.3005,0.8829751895,
0.3006,0.8830938647,
0.3007,0.8832124192,
0.3008,0.8833308528,
0.3009,0.8834491656,
0.301,0.8835673576,
0.3011,0.8836854288,
0.3012,0.8838033793,
0.3013,0.883921209,
0.3014,0.8840389179,
0.3015,0.8841565062,
0.3016,0.8842739737,
0.3017,0.8843913206,
0.3018,0.8845085468,
0.3019,0.8846256523,
0.302,0.8847426371,
0.3021,0.8848595013,
0.3022,0.8849762449,
0.3023,0.8850928679,
0.3024,0.8852093703,
0.3025,0.8853257522,
0.3026,0.8854420134,
0.3027,0.8855581542,
0.3028,0.8856741744,
0.3029,0.885790074,
0.303,0.8859058532,
0.3031,0.8860215119,
0.3032,0.8861370502,
0.3033,0.8862524679,
0.3034,0.8863677653,
0.3035,0.8864829422,
0.3036,0.8865979987,
0.3037,0.8867129348,
0.3038,0.8868277506,
0.3039,0.886942446,
0.304,0.8870570211,
0.3041,0.8871714758,
0.3042,0.8872858102,
0.3043,0.8874000244,
0.3044,0.8875141182,
0.3045,0.8876280919,
0.3046,0.8877419452,
0.3047,0.8878556784,
0.3048,0.8879692913,
0.3049,0.8880827841,
0.305,0.8881961567,
0.3051,0.8883094091,
0.3052,0.8884225414,
0.3053,0.8885355536,
0.3054,0.8886484457,
0.3055,0.8887612177,
0.3056,0.8888738696,
0.3057,0.8889864015,
0.3058,0.8890988133,
0.3059,0.8892111052,
0.306,0.889323277,
0.3061,0.8894353289,
0.3062,0.8895472608,
0.3063,0.8896590728,
0.3064,0.8897707649,
0.3065,0.8898823371,
0.3066,0.8899937893,
0.3067,0.8901051218,
0.3068,0.8902163343,
0.3069,0.8903274271,
0.307,0.8904384,
0.3071,0.8905492532,
0.3072,0.8906599866,
0.3073,0.8907706003,
0.3074,0.8908810942,
0.3075,0.8909914684,
0.3076,0.8911017229,
0.3077,0.8912118578,
0.3078,0.891321873,
0.3079,0.8914317686,
0.308,0.8915415446,
0.3081,0.891651201,
0.3082,0.8917607378,
0.3083,0.8918701551,
0.3084,0.8919794529,
0.3085,0.8920886312,
0.3086,0.8921976899,
0.3087,0.8923066293,
0.3088,0.8924154492,
0.3089,0.8925241496,
0.309,0.8926327307,
0.3091,0.8927411924,
0.3092,0.8928495347,
0.3093,0.8929577578,
0.3094,0.8930658615,
0.3095,0.8931738459,
0.3096,0.8932817111,
0.3097,0.893389457,
0.3098,0.8934970837,
0.3099,0.8936045912,
0.31,0.8937119795,
0.3101,0.8938192487,
0.3102,0.8939263987,
0.3103,0.8940334297,
0.3104,0.8941403416,
0.3105,0.8942471344,
0.3106,0.8943538081,
0.3107,0.8944603629,
0.3108,0.8945667987,
0.3109,0.8946731155,
0.311,0.8947793134,
0.3111,0.8948853923,
0.3112,0.8949913524,
0.3113,0.8950971936,
0.3114,0.895202916,
0.3115,0.8953085195,
0.3116,0.8954140043,
0.3117,0.8955193703,
0.3118,0.8956246175,
0.3119,0.895729746,
0.312,0.8958347559,
0.3121,0.895939647,
0.3122,0.8960444196,
0.3123,0.8961490735,
0.3124,0.8962536088,
0.3125,0.8963580256,
0.3126,0.8964623238,
0.3127,0.8965665035,
0.3128,0.8966705647,
0.3129,0.8967745075,
0.313,0.8968783318,
0.3131,0.8969820378,
0.3132,0.8970856253,
0.3133,0.8971890945,
0.3134,0.8972924454,
0.3135,0.8973956779,
0.3136,0.8974987922,
0.3137,0.8976017883,
0.3138,0.8977046661,
0.3139,0.8978074258,
0.314,0.8979100673,
0.3141,0.8980125906,
0.3142,0.8981149959,
0.3143,0.898217283,
0.3144,0.8983194522,
0.3145,0.8984215032,
0.3146,0.8985234363,
0.3147,0.8986252515,
0.3148,0.8987269487,
0.3149,0.898828528,
0.315,0.8989299894,
0.3151,0.8990313329,
0.3152,0.8991325586,
0.3153,0.8992336665,
0.3154,0.8993346567,
0.3155,0.8994355291,
0.3156,0.8995362838,
0.3157,0.8996369209,
0.3158,0.8997374403,
0.3159,0.899837842,
0.316,0.8999381262,
0.3161,0.9000382928,
0.3162,0.9001383418,
0.3163,0.9002382734,
0.3164,0.9003380875,
0.3165,0.9004377841,
0.3166,0.9005373633,
0.3167,0.9006368252,
0.3168,0.9007361697,
0.3169,0.9008353968,
0.317,0.9009345067,
0.3171,0.9010334992,
0.3172,0.9011323746,
0.3173,0.9012311327,
0.3174,0.9013297737,
0.3175,0.9014282975,
0.3176,0.9015267042,
0.3177,0.9016249938,
0.3178,0.9017231663,
0.3179,0.9018212219,
0.318,0.9019191604,
0.3181,0.9020169819,
0.3182,0.9021146865,
0.3183,0.9022122743,
0.3184,0.9023097451,
0.3185,0.9024070991,
0.3186,0.9025043362,
0.3187,0.9026014566,
0.3188,0.9026984602,
0.3189,0.9027953471,
0.319,0.9028921173,
0.3191,0.9029887708,
0.3192,0.9030853077,
0.3193,0.903181728,
0.3194,0.9032780318,
0.3195,0.9033742189,
0.3196,0.9034702896,
0.3197,0.9035662438,
0.3198,0.9036620815,
0.3199,0.9037578028,
0.32,0.9038534077,
0.3201,0.9039488962,
0.3202,0.9040442685,
0.3203,0.9041395244,
0.3204,0.904234664,
0.3205,0.9043296874,
0.3206,0.9044245946,
0.3207,0.9045193856,
0.3208,0.9046140605,
0.3209,0.9047086192,
0.321,0.9048030619,
0.3211,0.9048973884,
0.3212,0.904991599,
0.3213,0.9050856936,
0.3214,0.9051796722,
0.3215,0.9052735348,
0.3216,0.9053672816,
0.3217,0.9054609125,
0.3218,0.9055544275,
0.3219,0.9056478267,
0.322,0.9057411101,
0.3221,0.9058342778,
0.3222,0.9059273297,
0.3223,0.906020266,
0.3224,0.9061130866,
0.3225,0.9062057915,
0.3226,0.9062983809,
0.3227,0.9063908546,
0.3228,0.9064832129,
0.3229,0.9065754556,
0.323,0.9066675828,
0.3231,0.9067595946,
0.3232,0.9068514909,
0.3233,0.9069432719,
0.3234,0.9070349375,
0.3235,0.9071264877,
0.3236,0.9072179227,
0.3237,0.9073092424,
0.3238,0.9074004468,
0.3239,0.9074915361,
0.324,0.9075825101,
0.3241,0.907673369,
0.3242,0.9077641128,
0.3243,0.9078547415,
0.3244,0.9079452551,
0.3245,0.9080356537,
0.3246,0.9081259373,
0.3247,0.908216106,
0.3248,0.9083061597,
0.3249,0.9083960985,
0.325,0.9084859224,
0.3251,0.9085756315,
0.3252,0.9086652257,
0.3253,0.9087547052,
0.3254,0.9088440699,
0.3255,0.9089333199,
0.3256,0.9090224552,
0.3257,0.9091114758,
0.3258,0.9092003818,
0.3259,0.9092891732,
0.326,0.9093778501,
0.3261,0.9094664124,
0.3262,0.9095548602,
0.3263,0.9096431935,
0.3264,0.9097314124,
0.3265,0.9098195168,
0.3266,0.9099075069,
0.3267,0.9099953826,
