"P1_x","P1_y"
1e-05,1.027188692e-07, , , , , , ,
0.00011,0.001098801597, , , , , , ,
0.00021,0.01005293951, , , , , , ,
0.0003,0.02884766318, , , , , , ,
0.0004,0.05844072418, , , , , , ,
0.0005,0.08966171617, , , , , , ,
0.0006,0.1162522112, , , , , , ,
0.0007,0.1360514, , , , , , ,
0.0008,0.150141708, , , , , , ,
0.0009,0.1608372967, , , , , , ,
0.001,0.1702456142, , , , , , ,
0.0011,0.1797659005, , , , , , ,
0.0012,0.1901321482, , , , , , ,
0.0013,0.2015821936, , , , , , ,
0.0014,0.2139908483, , , , , , ,
0.0015,0.2269827657, , , , , , ,
0.0016,0.2400630571, , , , , , ,
0.0017,0.2527562955, , , , , , ,
0.0018,0.2647145247, , , , , , ,
0.0019,0.2757653254, , , , , , ,
0.002,0.2859002648, , , , , , ,
0.0021,0.2952260247, , , , , , ,
0.0022,0.3039053182, , , , , , ,
0.0023,0.3121071149, , , , , , ,
0.0024,0.3199746627, , , , , , ,
0.0025,0.3276113164, , , , , , ,
0.0026,0.335079837, , , , , , ,
0.0027,0.3424096737, , , , , , ,
0.0028,0.3496073534, , , , , , ,
0.0029,0.3566664524, , , , , , ,
0.003,0.36357515, , , , , , ,
0.0031,0.3703207199, , , , , , ,
0.0032,0.3768913095, , , , , , ,
0.0033,0.3832758784, , , , , , ,
0.0034,0.3894632723, , , , , , ,
0.0035,0.395441226, , , , , , ,
0.0036,0.4011957786, , , , , , ,
0.0037,0.4067112826, , , , , , ,
0.0038,0.4119709628, , , , , , ,
0.0039,0.4169578541, , , , , , ,
0.004,0.4216559055, , , , , , ,
0.0041,0.4260510569, , , , , , ,
0.00421,0.4305226528, , , , , , ,
0.00431,0.4342496202, , , , , , ,
0.00441,0.4376510551, , , , , , ,
0.00451,0.4407276702, , , , , , ,
0.00461,0.443484048, , , , , , ,
0.00471,0.44592833, , , , , , ,
0.00481,0.4480717941, , , , , , ,
0.00491,0.4499283675, , , , , , ,
0.00501,0.4515141123, , , , , , ,
0.00511,0.4528467106, , , , , , ,
0.00521,0.4539449701, , , , , , ,
0.00531,0.4548283587, , , , , , ,
0.00541,0.4555165784, , , , , , ,
0.00551,0.4560291815, , , , , , ,
0.00561,0.4563852331, , , , , , ,
