Domain, Pdq
0.0,0.0
1.0e-05,1.62473158919e-08
2.0e-05,2.49749857344e-07
3.0e-05,1.24491631109e-06
4.0e-05,3.89426400074e-06
5.0e-05,9.42752710127e-06
6.0e-05,1.94000718893e-05
7.0e-05,3.5680664945e-05
8.0e-05,6.04386417697e-05
9.0e-05,9.61305238979e-05
0.0001,0.000145486133039
0.00011,0.000211494251081
0.00012,0.000297387874917
0.00013,0.000405711548451
0.00014,0.000535658009253
0.00015,0.000688772560354
0.00016,0.000867168398046
0.00017,0.00107320380881
0.00018,0.00130946933103
0.00019,0.00157877454872
0.0002,0.00188413456068
0.00021,0.00222875616837
0.00022,0.00261602382564
0.00023,0.00304948539303
0.00024,0.00353283773895
0.00025,0.00406991496916
0.00026,0.00466466593568
0.00027,0.0053211469125
0.00028,0.00604350517516
0.00029,0.00683596414931
0.0003,0.00770280894137
0.00031,0.00864837198996
0.00032,0.00967701887324
0.00033,0.0107931343057
0.00034,0.0120011083569
0.00035,0.0133053229219
0.00036,0.0147101384753
0.00037,0.0162200189602
0.00038,0.017839214562
0.00039,0.019555266964
0.0004,0.021327570633
0.00041,0.0231493769713
0.00042,0.0250160359001
0.00043,0.0269229165525
0.00044,0.0288654173798
0.00045,0.030838975923
0.00046,0.0328390782297
0.00047,0.0348653461546
0.00048,0.0369687663979
0.00049,0.0391700982579
0.0005,0.0414719001733
0.00051,0.0438766931474
0.00052,0.0463869533222
0.00053,0.0490051047796
0.00054,0.0517283038135
0.00055,0.0544895204634
0.00056,0.0572635450343
0.00057,0.060044856979
0.00058,0.0628280613619
0.00059,0.0656078976072
0.0006,0.0683792476693
0.00061,0.0711371436187
0.00062,0.0738767746402
0.00063,0.0765934934387
0.00064,0.0792872192193
0.00065,0.0820358926051
0.00066,0.084867791475
0.00067,0.0877555971457
0.00068,0.0906354882037
0.00069,0.0935012752402
0.0007,0.0963311797131
0.00071,0.0991179449525
0.00072,0.101857574797
0.00073,0.104546273356
0.00074,0.10718044756
0.00075,0.109756709127
0.00076,0.112271875974
0.00077,0.114722973074
0.00078,0.117107232783
0.00079,0.119422094639
0.0008,0.121665204665
0.00081,0.123834414182
0.00082,0.125938562156
0.00083,0.128025455567
0.00084,0.13016613546
0.00085,0.13236555541
0.00086,0.134614735238
0.00087,0.136812297948
0.00088,0.138932229398
0.00089,0.140972825036
0.0009,0.142932575
0.00091,0.144810161307
0.00092,0.146604454668
0.00093,0.148314510959
0.00094,0.149939567351
0.00095,0.15147903815
0.00096,0.152940421525
0.00097,0.154423346707
0.00098,0.15595792458
0.00099,0.157544874452
0.001,0.15918495649
0.00101,0.160878969894
0.00102,0.162624962309
0.00103,0.164345001141
0.00104,0.165982338345
0.00105,0.16753655628
0.00106,0.169007095798
0.00107,0.170393556687
0.00108,0.171695693532
0.00109,0.172913411359
0.0011,0.174046761078
0.00111,0.175095934729
0.00112,0.176061260577
0.00113,0.176943198043
0.00114,0.177785883487
0.00115,0.17866921999
0.00116,0.17960351767
0.00117,0.180589340705
0.00118,0.181627315576
0.00119,0.182718130325
0.0012,0.183862533564
0.00121,0.185061333266
0.00122,0.186315395331
0.00123,0.187613210875
0.00124,0.18885794135
0.00125,0.19002881445
0.00126,0.191125473868
0.00127,0.192159439292
0.00128,0.193227268671
0.00129,0.194350927333
0.0013,0.195531344881
0.00131,0.196769508808
0.00132,0.198066462321
0.00133,0.199423301949
0.00134,0.20084117495
0.00135,0.202321276521
0.00136,0.203856329837
0.00137,0.205388614914
0.00138,0.206862146576
0.00139,0.208268903284
0.0014,0.209607735246
0.00141,0.210877624725
0.00142,0.212077684471
0.00143,0.213207155918
0.00144,0.214265407172
0.00145,0.215251930786
0.00146,0.21616870498
0.00147,0.217063604395
0.00148,0.217992815759
0.00149,0.218981285549
0.0015,0.220029982292
0.00151,0.221139932162
0.00152,0.222312216515
0.00153,0.223547969205
0.00154,0.22484837369
0.00155,0.226214659945
0.00156,0.227644282701
0.00157,0.229048121499
0.00158,0.230388074626
0.00159,0.23166275806
0.0016,0.232870919903
0.00161,0.234047746545
0.00162,0.235284562944
0.00163,0.236586741729
0.00164,0.237955519828
0.00165,0.239392173283
0.00166,0.240898013678
0.00167,0.242474384427
